path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,7258.7515,52863772063,49.23 GB,6607971507,46255800556,87.5000000016552
/Volumes/Promise Pegasus/PeirceGang/180202PeirceGangCosmologyLawAndChance/SteveMike.MP4,SteveMike.MP4,3840,2160,3840x2160,h264,7755.748,52675018312,49.06 GB,6584377289,46090641023,87.5
/Volumes/Promise Pegasus/PeirceGang/181130TheNatureOfMind/Steve.MP4,Steve.MP4,3840,2160,3840x2160,h264,7652.1445,52333263885,48.74 GB,6541657985,45791605900,87.50000000119427
/Volumes/Promise Pegasus/MyMovieWithVinny/180423VinnyInTheGardenAfterIndia/Camera2.MP4,Camera2.MP4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/MyMovieWithVinny/180423VinnyInTheGardenAfterIndia/180423VinnyInTheGardenAfterIndia.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera2.mp4,Camera2.mp4,3840,2160,3840x2160,h264,7344.337,52287442017,48.70 GB,6535930252,45751511765,87.50000000023907
/Volumes/Promise Pegasus/MyMovieWithVinny/180423VinnyInTheGardenAfterIndia/Camera1.MP4,Camera1.MP4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/MyMovieWithVinny/180423VinnyInTheGardenAfterIndia/180423VinnyInTheGardenAfterIndia.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180423VinnyInTheGardenAfterIndia/Original Media/Camera1.mp4,Camera1.mp4,3840,2160,3840x2160,h264,7347.8405,51594131668,48.05 GB,6449266458,45144865210,87.50000000096911
/Volumes/Promise Pegasus/MyMovieWithVinny/180425CapturingDeepThoughtI/Camera2.MP4,Camera2.MP4,3840,2160,3840x2160,h264,7623.616,51453180629,47.92 GB,6431647578,45021533051,87.5000000012147
/Volumes/Promise Pegasus/PeirceGang/180202PeirceGangCosmologyLawAndChance/Joe.MP4,Joe.MP4,3840,2160,3840x2160,h264,7739.2315,50677781815,47.20 GB,6334722726,44343059089,87.50000000172659
/Volumes/Promise Pegasus/Walkabout2018/WalkaboutDailies/180918WalkaboutDebutScreeningMevo.mov,180918WalkaboutDebutScreeningMevo.mov,3840,2160,3840x2160,h264,6354.7484,49613324802,46.21 GB,6201665600,43411659202,87.5000000005039
/Volumes/Promise Pegasus/PeirceGang/171103PeirceGangGuessAtTheRiddle/MikeJoe.MP4,MikeJoe.MP4,3840,2160,3840x2160,h264,7205.198,49528443100,46.13 GB,6191055387,43337387713,87.50000000100952
/Volumes/Promise Pegasus/PeirceGang/180709ComprehensiveAndUniversalPhilosophyPart1SVLPaper/C0001 2.MP4,C0001 2.MP4,3840,2160,3840x2160,h264,7356.8495,49466673665,46.07 GB,6183334208,43283339457,87.5000000002527
/Volumes/Promise Pegasus/PeirceGang/180709ComprehensiveAndUniversalPhilosophyPart1SVLPaper/C0001.MP4,C0001.MP4,3840,2160,3840x2160,h264,7424.9175,49334559884,45.95 GB,6166819985,43167739899,87.50000000101349
/Volumes/Promise Pegasus/PeirceGang/181130TheNatureOfMind/Fergi.MP4,Fergi.MP4,3840,2160,3840x2160,h264,7653.1455,49213223153,45.83 GB,6151652894,43061570259,87.50000000025399
/Volumes/Promise Pegasus/PeirceGang/171215PeirceGangGlassyEssenceAndEvolutionaryLove/MikeJoeRight.MP4,MikeJoeRight.MP4,3840,2160,3840x2160,h264,7269.7625,49174746983,45.80 GB,6146843372,43027903611,87.50000000177937
/Volumes/Promise Pegasus/PeirceGang/171215PeirceGangGlassyEssenceAndEvolutionaryLove/171215PeirceGangGlassyEssenceAndEvolutionaryLove.fcpbundle/12-15-17/Original Media/MikeJoeRight.mp4,MikeJoeRight.mp4,3840,2160,3840x2160,h264,7269.7625,49174746983,45.80 GB,6146843372,43027903611,87.50000000177937
/Volumes/Promise Pegasus/PeirceGang/171103PeirceGangGuessAtTheRiddle/Steve.MP4,Steve.MP4,3840,2160,3840x2160,h264,7231.224,48963734676,45.60 GB,6120466834,42843267842,87.50000000102116
/Volumes/Promise Pegasus/PeirceGang/181005PhaneronAndSignsYetAgain/Steve.MP4,Steve.MP4,3840,2160,3840x2160,h264,7112.6055,48671750751,45.33 GB,6083968843,42587781908,87.50000000179776
/Volumes/Promise Pegasus/PeirceGang/180709ArthurAndLaraStewart/Fergi.MP4,Fergi.MP4,3840,2160,3840x2160,h264,7057.5505,48552742683,45.22 GB,6069092835,42483649848,87.50000000077236
/Volumes/Promise Pegasus/PeirceGang/180709ArthurAndLaraStewart/Stewarts.MP4,Stewarts.MP4,3840,2160,3840x2160,h264,7036.5295,48277627035,44.96 GB,6034703379,42242923656,87.50000000077675
/Volumes/Promise Pegasus/PeirceGang/180601ComprehensivePhilosophy/MikeJoe.MP4,MikeJoe.MP4,3840,2160,3840x2160,h264,6733.727,48264020376,44.95 GB,6033002547,42231017829,87.5
/Volumes/Promise Pegasus/PeirceGang/180601ComprehensivePhilosophy/180601ComprehensivePhilosophy.fcpbundle/6-1-18/Original Media/MikeJoe.mp4,MikeJoe.mp4,3840,2160,3840x2160,h264,6733.727,48264020376,44.95 GB,6033002547,42231017829,87.5
/Volumes/Promise Pegasus/PeirceGang/181005PhaneronAndSignsYetAgain/MikeJoe.MP4,MikeJoe.MP4,3840,2160,3840x2160,h264,7147.14,47496304187,44.23 GB,5937038023,41559266164,87.50000000078954
/Volumes/Promise Pegasus/PeirceGang/180119PeirceGangPragmatismWithGrantFranks/Couch.MP4,Couch.MP4,3840,2160,3840x2160,h264,6713.707,47313573280,44.06 GB,5914196660,41399376620,87.5
/Volumes/Promise Pegasus/MyMovieWithVinny/180529VinnyWithNewMicrophone/Fergi.MP4,Fergi.MP4,3840,2160,3840x2160,h264,6669.663,46879584688,43.66 GB,5859948086,41019636602,87.5
/Volumes/Promise Pegasus/PeirceGang/180914PhaneronMindConsciousnessPreliminaryToSigns/Steve.MP4,Steve.MP4,3840,2160,3840x2160,h264,6773.2665,46635903653,43.43 GB,5829487956,40806415697,87.50000000134017
/Volumes/Promise Pegasus/PeirceGang/180601ComprehensivePhilosophy/Steve.MP4,Steve.MP4,3840,2160,3840x2160,h264,6762.756,46562437894,43.36 GB,5820304736,40742133158,87.50000000161074
/Volumes/Promise Pegasus/PeirceGang/180601ComprehensivePhilosophy/180601ComprehensivePhilosophy.fcpbundle/6-1-18/Original Media/Steve.mp4,Steve.mp4,3840,2160,3840x2160,h264,6762.756,46562437894,43.36 GB,5820304736,40742133158,87.50000000161074
/Volumes/Promise Pegasus/PeirceGang/180119PeirceGangPragmatismWithGrantFranks/SteveMike.MP4,SteveMike.MP4,3840,2160,3840x2160,h264,6750.2435,46372617210,43.19 GB,5796577151,40576040059,87.50000000053912
/Volumes/Promise Pegasus/MyMovieWithVinny/180105VinnyInMyOffice/FergiCam2.MP4,FergiCam2.MP4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/MyMovieWithVinny/180105VinnyInMyOffice/180105VinnyInMyOffice.fcpbundle/1-5-18/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/Editing/Original Media/FergiCam2.mp4,FergiCam2.mp4,3840,2160,3840x2160,h264,7055.5485,46166151089,43.00 GB,5770768886,40395382203,87.50000000027076
/Volumes/Promise Pegasus/201223JeffFergusonLifeStory/Pops.MP4,Pops.MP4,3840,2160,3840x2160,h264,6625.619,45894123928,42.74 GB,5736765491,40157358437,87.5
/Volumes/Promise Pegasus/Walkabout2018/WalkaboutDailies/180918WalkaboutScreeningComposite.mov,180918WalkaboutScreeningComposite.mov,3840,2160,3840x2160,h264,7200.735208,44997398457,41.91 GB,5624674807,39372723650,87.5000000002778
/Volumes/Promise Pegasus/201223JeffFergusonLifeStory/C0001 2.MP4,C0001 2.MP4,3840,2160,3840x2160,h264,6647.641,44941271703,41.85 GB,5617658962,39323612741,87.50000000194699
/Volumes/Promise Pegasus/PeirceGang/180914PhaneronMindConsciousnessPreliminaryToSigns/Joe.MP4,Joe.MP4,3840,2160,3840x2160,h264,6760.2535,44816046724,41.74 GB,5602005840,39214040884,87.50000000111568
/Volumes/Promise Pegasus/PeirceGang/171201PeirceGangTrichotomyNecessityLawOfMindAndEvolution/MikeJoe4K.MP4,MikeJoe4K.MP4,3840,2160,3840x2160,h264,6816.81,44792658123,41.72 GB,5599082265,39193575858,87.50000000083719
/Volumes/Promise Pegasus/PeirceGang/171201PeirceGangTrichotomyNecessityLawOfMindAndEvolution/171201PeirceGang.fcpbundle/12-1-17/Original Media/MikeJoe4K.mp4,MikeJoe4K.mp4,3840,2160,3840x2160,h264,6816.81,44792658123,41.72 GB,5599082265,39193575858,87.50000000083719
/Volumes/Promise Pegasus/PeirceGang/180216PeirceGangEvolutionaryLove/SteveMike.MP4,SteveMike.MP4,3840,2160,3840x2160,h264,6278.7725,43931727698,40.91 GB,5491465962,38440261736,87.50000000056907
/Volumes/Promise Pegasus/PeirceGang/180216PeirceGangEvolutionaryLove/180216PeirceGangEvolutionaryLove.fcpbundle/2-16-18/Original Media/SteveMike.mp4,SteveMike.mp4,3840,2160,3840x2160,h264,6278.7725,43931727698,40.91 GB,5491465962,38440261736,87.50000000056907
/Volumes/Promise Pegasus/MyMovieWithVinny/180503SperlingAndPettlerAtArtsDeli/FergiCam.MP4,FergiCam.MP4,3840,2160,3840x2160,h264,6129.6235,43856281909,40.84 GB,5482035238,38374246671,87.50000000142511
/Volumes/Promise Pegasus/MyMovieWithVinny/180503SperlingAndPettlerAtArtsDeli/180503SperlingAndPettlerAtArtsDeli.fcpbundle/180503SperlingAndPettlerAtArtsDeli/Original Media/FergiCam.mp4,FergiCam.mp4,3840,2160,3840x2160,h264,6129.6235,43856281909,40.84 GB,5482035238,38374246671,87.50000000142511
/Volumes/Promise Pegasus/MyMovieWithVinny/171209StephenGuerinSimTable/171209StephenGuerinMikeMacey/Trio4K.MP4,Trio4K.MP4,3840,2160,3840x2160,h264,6512.506,43765289087,40.76 GB,5470661135,38294627952,87.5000000019993
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0027.MP4,C0027.MP4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0027.mp4,C0027.mp4,3840,2160,3840x2160,h264,6306.3,43236087729,40.27 GB,5404510966,37831576763,87.50000000028912
